uid,uof_uid,tracking_id_og,tracking_id,investigation_status,service_type,light_condition,weather_condition,shift_time,disposition,division,division_level,unit,originating_bureau,use_of_force_description,use_of_force_level,use_of_force_effective,age,years_of_service,officer_injured,agency,use_of_force_reason
3a83556a0982fe974f893ab030e6aab4,b9f58956b3deef34f46b22260288ec32,ftn2016-0311,fe5252fb38d6adf3c79106c6e9bbdd18,Completed,call for service,good,clear conditions,,use of force authorized,a platoon,2nd district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,33,13,No,new-orleans-pd,refused verbal commands
c4d50dfcc24d2a3d745ac6d34235724e,ba084a07348374b7e69e92839076103e,ftn2020-0010,6b005c1bc98d133aa645211644f03b6d,Completed,other,,,between 7am-3pm,use of force justified,a platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,42,13,No,new-orleans-pd,weapon exhibited
a60eee252cdfee82390f9e292049b2d1,ba0bf8321d1bb604b63afcecad7c37fc,ftn2017-0479,925fffa8dc4fccf3fc1b98c5f4871536,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force authorized,evening watch,7th district,patrol,field operations bureau,force (take down),l2,yes,23,5,No,new-orleans-pd,resisted lawful arrest
607a5d90cef4ada04643cebc4703d45d,ba1cd22aca15fec8eb1af49530671724,ftn2019-0345,7cd635be79740004a317df72760f92ac,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified with policy violation,b platoon,8th district,patrol,field operations bureau,firearm (exhibited),l1,no,47,2,No,new-orleans-pd,refused verbal commands
871f8435a67a4caca3bbf838f0193c04,ba32958a38a50a9a1b378885b751ff96,ftn2021-0046,d4d62c70a213a2ae77f8e5e859477c50,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,hands,l1,yes,29,4,No,new-orleans-pd,battery on officer
1e5fa66eff94c8b132ca9d88e4ad5eb3,ba33eed5388892154af4466363c93819,ftn2021-0314,15e705325b98fe1ba2d1b58d22732023,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,7th district,patrol,field operations bureau,hands,l1,no,52,13,Yes,new-orleans-pd,battery on officer
b44e135e7d6045ae94aa6d956c9f396c,ba42530c3f13aad52e129ba95fbb9289,ftn2018-0296,cd8fecfb96b1a7d49a366c2977350bc0,Completed,pedestrian stop,poor,rainy conditions - light,between 3pm-11pm,use of force justified,2nd platoon,4th district,patrol,field operations bureau,firearm (exhibited),l1,yes,28,5,No,new-orleans-pd,resisted officer with weapon
fda0ff3005de15cae349129eb6fa2555,ba5f72ef9ff14e7d409b0eb08903ce1a,ftn2020-0319,eb6c57e29ba00571d4f783452e53d328,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,2nd district,patrol,field operations bureau,takedown (no injury),l1,yes,27,3,No,new-orleans-pd,other
f79c996266bbcfcbfa05a6c792b9a8ac,ba6ab3e09588c9b32654c07181c6ff5a,ftn2021-0229,7c081586ab9327769990d724895710dd,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,,special operations,,field operations bureau,firearm (exhibited),l1,yes,40,9,No,new-orleans-pd,weapon exhibited
4c7e32fa836063c2cc57aca137024624,ba6ca6e0b24b1d4103c12b3724556943,ftn2019-0065,ea08392ea126fc6f0b34f3a1d0491879,Completed,call for service,good,rainy conditions - light,between 7am-3pm,use of force justified,,4th district,persons,field operations bureau,firearm (exhibited),l1,yes,46,3,No,new-orleans-pd,refused verbal commands
cb840574c7baab5da31628f7c339616f,ba761867edb8e25ffa88db374a0ef3c2,ftn2018-0009,76791560682ea5cc79e0d884a4891059,Completed,call for service,good,clear conditions,between 11pm-7am,use of force authorized,,8th district,,field operations bureau,force (take down),l2,yes,48,24,No,new-orleans-pd,resisted lawful arrest
01b193c51d37977d06302139eba9a2e1,ba78258265bca1c547887337f8548d7a,ftn2017-0337,c53d73afbdc096752a9ff55d23690c90,Completed,pedestrian stop,good,clear conditions,between 7am-3pm,use of force authorized,a platoon,2nd district,patrol,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,38,3,No,new-orleans-pd,refused verbal commands
a917550f3dea918f715d763b3aa26bfb,ba807ede54a2b983ce94a97766e252f7,ftn2021-0104,a29238b591bc9c2b322128bff3a12e6a,Completed,arresting,good,clear conditions,between 7am-3pm,,a platoon,8th district,patrol,field operations bureau,firearm (exhibited),l1,yes,49,7,No,new-orleans-pd,weapon exhibited
82bd8984dc0efb6988396e669524e999,ba89f8b4f641992405c2c7f911986a9d,ftn2016-0503,a3dbce9ad1957d382fbb29fa9306e4a2,Completed,call for service,good,clear conditions,,use of force authorized,4th district,4th district,,field operations bureau,force (take down),l2,yes,38,6,No,new-orleans-pd,refused verbal commands
66a62a489db3a1d1ed5ce194543d9a97,ba8b2ec3c86d5651622f7a41344b4af1,ftn2021-0244,dfc4c690b03db8c92d661e291ca20b06,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force justified,homicide,3rd district,,investigative services bureau,firearm (exhibited),l1,yes,46,14,No,new-orleans-pd,escape
1982965bd3a58260ba53de48d8f61d74,ba98f5e78cac11ce759c393e23ee376a,ftn2021-0065,2fc2a07fb7a2a8885a9d6e4ba43b0b4a,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,takedown (no injury),l1,yes,55,17,No,new-orleans-pd,other
bd89dddacfa13132f81db0ee78a4f7e3,ba9e7a818d11ccc34cfc7acef40dec49,ftn2018-0050,ed35e3ff79df04b1d86f24bbebf5c3ab,Completed,call for service,poor,rainy conditions - light,between 11pm-7am,use of force not justified,c platoon,3rd district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,27,7,No,new-orleans-pd,resisted lawful arrest
d253a363a7c0bc9ce9db106e4cbd0d8f,baa521909ee8bd4c5bc58a4383bb0f4c,ftn2020-0139,179746bf51cfdb632dd1c1d37bd15b32,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,k9,special operations,,field operations bureau,canine (bite),l4,yes,52,30,No,new-orleans-pd,flight from an officer
69e02d1c10b1f6ca80c757fc826a838b,bab00f545fcb6ec4437f6ea90e6c519b,ftn2017-0105,df4759fa431370b94df335a1299cf477,Completed,arresting,good,clear conditions,,use of force authorized,,1st district,patrol,field operations bureau,force (take down),l2,yes,36,11,No,new-orleans-pd,resisted lawful arrest
e4d60fac3cca1c3a1fadf5b3d710976e,bab4e68053dd642ed272d9c2fec4a5be,ftn2018-0383,9a67b6433059b7ecda6f294d09549dad,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,5th district,patrol,field operations bureau,hands,l1,yes,33,6,No,new-orleans-pd,refused verbal commands
1322d22d2da9cc34e44c501edc3315e0,bac523fc96d0d2f28419513dd4485256,ftn2019-0329,d76324c8b64b9d9ad50f1eb1385eb23f,Completed,other,poor,clear conditions,between 3pm-11pm,use of force justified,task force,6th district,task force a,field operations bureau,takedown (no injury),l1,yes,26,4,No,new-orleans-pd,other
c941f765b2e6b438d2fd1d7aab8c8eb0,bacbe912a2ddbb183b790a625e97ac6a,ftn2021-0036,7242dff4577120d4be78b7a0b2927de3,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,8th district,8th district,patrol,field operations bureau,hands,l1,yes,31,2,Yes,new-orleans-pd,refused verbal commands
25a512f2265ebe5600d9d716af6e1ac5,badac8ae9c24d7c8d5cde6ff1b23637c,ftn2018-0109,d2000d542cc59e28f72803bfa0ba6712,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,3rd district,patrol,field operations bureau,firearm (exhibited),l1,yes,34,5,No,new-orleans-pd,weapon exhibited
ad059431c8e76aec61e20a6e349d007c,baec94cd688e2e638b66b500d1f95032,ftn2020-0226,d6e80990a52d48f050643366e0f981c9,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,7th district,patrol,field operations bureau,hands,l1,yes,25,3,No,new-orleans-pd,resisted lawful arrest
2d202a07b872de6ff02e06e33004a719,baf8ad6849574e54d72b3231bcbee192,ftn2021-0226,2fb6dce567e00d076a647f974b1d0f45,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,hands,l1,yes,30,2,No,new-orleans-pd,other
be6dd04e8bff4efdbc9422ac8ed16e67,baff8c6c5f300490c4cbd6ad4a8ea501,ftn2018-0285,4a990101d08495fd8141ef9b77fff8d5,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,6th district,patrol,field operations bureau,hands,l1,yes,28,5,No,new-orleans-pd,resisted lawful arrest
89b3cc911ebfb0874be4cb1272609a79,bb1f5870d949e109e40ee9071e861b35,ftn2016-0214,bd00ea9c789d655bf05fc4055bfe8299,Completed,call for service,good,clear conditions,,use of force authorized,c platoon,2nd district,patrol,field operations bureau,firearm (exhibited),l1,yes,46,24,No,new-orleans-pd,other
cb82759f623bec1fc12ecf7e3e53282a,bb391c247667948a6419c8bf4d2a6afe,ftn2016-0530,9b1d67c0a103963709b0061066efa939,Completed,traffic stop,poor,clear conditions,,use of force authorized,task force,4th district,a,field operations bureau,firearm (exhibited),l1,yes,55,30,No,new-orleans-pd,other
cdbe981905693ee8fbe038ac53317208,bb64957aa8cd7ba9e02c1ccadc428285,ftn2021-0143,6a6253292791c22f118f3d0dbbbef7c7,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,no,26,2,No,new-orleans-pd,weapon exhibited
534580f2da45c89ca575cb45f209cbd3,bb6de34e736f3374f33073b6112f810f,ftn2019-0171,27d45e0e2e696aad5228e518ce41cf07,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,4th district,patrol,field operations bureau,hands,l1,yes,27,4,No,new-orleans-pd,resisted lawful arrest
b00c4fdca1c7e4d6dec3cd4505fdc1a7,bb7fd98ab6020520c301921111942584,ftn2019-0285,fd5535d302fb259f0cc5625c6b412b2d,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,no,29,5,No,new-orleans-pd,flight from an officer
a9c52235c9ae26bb3187b9bf09653893,bb907989beb484e52a3a35bc4bc4a6a7,ftn2021-0136,4235ce56abd228826c958a30ee4099ac,Completed,other,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,force (take down),l2,yes,29,3,No,new-orleans-pd,other
c5557754613e0d434eb3ad429c5b60d8,bbaff74cb99e45287af890804d95e5ad,ftn2018-0050,ed35e3ff79df04b1d86f24bbebf5c3ab,Completed,call for service,poor,rainy conditions - light,between 11pm-7am,use of force not justified,c platoon,3rd district,patrol,field operations bureau,hands,l1,yes,25,5,No,new-orleans-pd,resisted lawful arrest
f5131f9a91f74c1754a5a40ee5949711,bbcd17f3e3033f1bdf26209ba5670164,ftn2021-0287,043f55b230b18e07eec92ac7be54b275,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,no,25,4,No,new-orleans-pd,weapon exhibited
879980c69881b0f22f4e10b198d4f370,bbd989e014d55b15fe7b74a5cabc5621,ftn2019-0090,7bce497615ec4fe46771d70412c0b0aa,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,5th district,patrol,field operations bureau,force (escort tech),l1,yes,57,2,No,new-orleans-pd,refused verbal commands
1e627908dda6e4daf06d731626847c08,bbe2d728104575007efef60a5ddf0c2e,ftn2020-0304,ba0781d1bc8de63239520d5bd20c8c0a,Completed,pedestrian stop,good,clear conditions,between 7am-3pm,use of force justified,a platoon,2nd district,patrol,field operations bureau,firearm (exhibited),l1,yes,31,8,No,new-orleans-pd,weapon exhibited
f2456f19c8dbb428facf1e221c08183b,bc0d90c39b8b80fdf2a960b884551ff1,ftn2017-0471,0906a5bd4394c76603f7ffc7e4b62780,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,6th district,patrol,field operations bureau,hands,l1,yes,22,5,No,new-orleans-pd,refused verbal commands
67d8cb19faf1ec8ef9d0c8c43e5c3a1e,bc1afdb12c9180ac36913c4b0c25a76f,ftn2017-0365,876e0fe23b7c39ed90b4b4d662f28a16,Completed,call for service,good,other,between 3pm-11pm,use of force authorized,b platoon,3rd district,patrol,field operations bureau,firearm (exhibited),l1,yes,39,6,No,new-orleans-pd,other
8366cc844c37a306570afaf9cc541c71,bc2811f4f18fc2832b45c970614a1444,ftn2018-0076,2700a18e362dad232eb857c528a3f371,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,5th district,patrol,field operations bureau,force (take down),l2,yes,27,5,No,new-orleans-pd,refused verbal commands
8999284a579311f282569a7e91075e5c,bc5cf2ecd16baf7b56a0d21eb99ae799,ftn2017-0332,8ccf70ed6a5a22493bbf629eb78b6df8,Completed,serving a warrant,good,clear conditions,between 3pm-11pm,use of force authorized,narcotics,1st district,,field operations bureau,firearm (exhibited),l1,yes,38,12,No,new-orleans-pd,refused verbal commands
0f2551815a27e4673fff0fdc85793018,bc68d33492094499c2621e31fa5565b6,ftn2020-0335,4ad79a85bbd0870d90279452282d4e16,Completed,other,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,2nd district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,27,4,No,new-orleans-pd,refused verbal commands
9ad5e9f26b061dbe6a98fdc91f4937d1,bc6e1c51859f98329231477820f943bd,ftn2019-0298,d85c44c277d921ffa3d00233db2d26b3,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,1st district,patrol,field operations bureau,hands,l1,yes,25,6,No,new-orleans-pd,resisted lawful arrest
70df740e11507f5c8b1c17661022c20d,bc7f95f06a470d2ccfe81a39b4168729,ftn2018-0063,afd14964ce1457cfdc6d17617b0e8400,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force authorized,street gang unit,special investigations,squad a,investigations and support bureau,firearm (exhibited),l1,yes,30,12,No,new-orleans-pd,flight from an officer
1a3585b51cee87dadd903cc87ec9ac36,bc9739af4c658d5ec3b1038cecf37a82,ftn2019-0239,ba7b3ce158b16e2b95c72d45a0d959d4,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified with training,task force,3rd district,,field operations bureau,firearm (exhibited),l1,yes,42,5,No,new-orleans-pd,flight from an officer
dae99fa45991d7bae82458a7212eefb5,bc9cfadffa7625fbdbad4e1750fa09d6,ftn2019-0168,55f8b0e33d0e5243305c356c4400ea5a,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,44,17,No,new-orleans-pd,weapon exhibited
e0b8fd9366f762503723c287fa9b0cbb,bcae58b366e7edc7a7d5f2bd471610c8,ftn2020-0153,baf9b153c6d42d24c29ceb92ce78fb63,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,6th district,patrol,field operations bureau,hands,l1,yes,27,3,Yes,new-orleans-pd,refused verbal commands
97220ea82304599222dcded09754f8af,bcb485659968750c5234cca389e222fc,ftn2021-0310,83a15d6accb921c2dd479236ebc4c122,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,8th district,patrol,field operations bureau,hands,l1,yes,31,6,No,new-orleans-pd,resisted lawful arrest
23f1ff1e1c88c4fd58c52e28cd4c499e,bcb81aa4c5d92f17f4eb9f1f3141e941,ftn2016-0235,1bb9bf02f6eb059fc338bed216f7fd56,Completed,other,good,clear conditions,,use of force authorized,k9,special operations,,field operations bureau,rifle (pointed),l1,yes,33,13,No,new-orleans-pd,resisted lawful arrest
10de3b1139f61d3b0a40ad60b60df054,bcb8c5f62de951755d17c30c79a32999,ftn2018-0359,e11742f204a41ec330068bbd94b3cd10,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,7th district,patrol,field operations bureau,hands,l1,yes,35,15,No,new-orleans-pd,resisted lawful arrest
37b850c531cdec3716c825e34c03bf33,bcc0800c7efaf520c4b9b2b46c43db1e,ftn2018-0379,e5d93cab59045e745dc145be4d4d82dd,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,force (defense tech),l2,yes,31,7,Yes,new-orleans-pd,resisted lawful arrest
ba75afb56797c2fa395ec0e3e597e3f1,bcc0b462ca9ac7f82ff4a09f5d77205e,ftn2018-0178,dd1fcbdf66220c5b696038bd4081ff7a,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,6th district,patrol,field operations bureau,takedown (no injury),l1,yes,27,4,No,new-orleans-pd,resisted lawful arrest
bec1dd4d03281b02e0bb4fd8fc7f3403,bcca0a0734303a91a51a62ef9e97af09,ftn2019-0137,f7887d5b50903d2fedcd1bcdebb0c2c3,Completed,arresting,good,other,between 11pm-7am,use of force justified,c platoon,8th district,,field operations bureau,force (take down),l2,yes,28,6,No,new-orleans-pd,battery on officer
1a28f5c6e2d54d5828fca5854048dc7d,bcdc15d8aabbfb113fd5ea2934d5d74c,ftn2018-0404,48a48896d3427dedb24e75809c023392,Completed,call for service,good,clear conditions,,use of force justified,b platoon,3rd district,,field operations bureau,firearm (exhibited),l1,yes,29,6,No,new-orleans-pd,refused verbal commands
9b9a9ab03de7087d6eebd37f51d8ca2b,bcf3a2db0901f876e7362d7e96403757,ftn2017-0550,e60a6e203e1319b22e949621f3f0f5a1,Completed,traffic stop,good,clear conditions,between 3pm-11pm,use of force authorized,narcotics,1st district,narcotics,field operations bureau,firearm (exhibited),l1,yes,34,12,No,new-orleans-pd,refused verbal commands
667c6b0c72bfa3b1cc2d737e39e9ae35,bcfa3d9443450708597d86ba5c5b6c7e,ftn2017-0601,4cc7a4783289bb9a247b16f4349d2af5,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,evening watch,7th district,patrol,field operations bureau,firearm (exhibited),l1,yes,34,5,No,new-orleans-pd,other
260dee6095261a008d807d0bc3a62327,bd08d869208c657ac52267f1f9ffce5d,ftn2016-0406,d06e817fe7cd0daa2d3da6680055a7a6,Completed,arresting,poor,rainy conditions - light,,use of force authorized,3rd platoon,1st district,,field operations bureau,firearm (exhibited),l1,yes,56,15,No,new-orleans-pd,resisted lawful arrest
